Run,Avg Validation Loss,Avg Validation Accuracy,Test Loss,Test Accuracy
1,0.5797390020207355,67.4342105263158,0.8655111042658488,68.0
2,0.5448702589461678,71.05263157894737,0.7777513766288757,70.66666666666667
3,0.584566120254366,68.25657894736842,0.724574154218038,72.0
4,0.5827712455862447,68.25657894736842,0.5395690751075745,74.0
5,0.5745713785290718,69.73684210526315,0.7495559740066529,73.33333333333333
6,0.5749018255032992,68.91447368421052,0.6929041528701783,68.0
7,0.5713503525445336,69.24342105263159,0.6357620151837667,68.0
8,0.5765392866573835,68.25657894736842,0.5117488757769266,72.0
9,0.5649064810652481,69.90131578947368,0.8238586584726969,71.33333333333333
10,0.5940669249547155,66.61184210526316,0.7180772018432617,70.66666666666667
11,0.5750825412963566,68.09210526315789,0.8086348819732666,71.33333333333333
12,0.567334364119329,68.09210526315789,0.6558390784263611,68.66666666666667
13,0.5858178232845508,66.28289473684211,0.7017684030532837,74.0
14,0.5880321060356342,66.28289473684211,0.5398759333292643,73.33333333333333
15,0.5850153039944799,66.61184210526315,0.6665388401349386,73.33333333333333
16,0.5976907046217668,67.4342105263158,0.6351331106821696,73.33333333333333
17,0.57614382474046,70.39473684210526,0.5864070701599121,72.66666666666667
18,0.6056203865691234,67.26973684210526,0.5314960010846456,74.0
19,0.5747015648766568,71.875,0.6102663922309876,71.33333333333333
20,0.5841438425214667,70.55921052631578,0.7911407423019409,72.66666666666667
21,0.5769341760560086,70.23026315789474,0.5930427837371827,70.0
22,0.5805504400479167,68.91447368421052,0.7605967696507772,70.66666666666667
23,0.5679052017237011,69.57236842105263,0.7896788541475932,72.0
24,0.5758483958871741,68.91447368421052,0.6378011854489645,71.33333333333333
25,0.5869186002957194,66.11842105263159,0.6299870244661967,73.33333333333333
26,0.5674334627233053,67.76315789473685,0.6718745024998983,76.0
27,0.5808051769670688,69.40789473684211,0.5396107149124145,73.33333333333333
28,0.5770855495019963,67.59868421052632,0.8680316321055095,68.66666666666667
29,0.577806501796371,67.76315789473685,0.849600567817688,67.33333333333333
30,0.5918938101906526,67.59868421052632,0.526349713007609,70.66666666666667
31,0.577846934920863,68.09210526315789,0.5640253257751465,72.0
32,0.5607036430584756,68.58552631578948,0.6324183034896851,68.0
33,0.5890588015317917,67.92763157894737,0.7269307748476664,72.0
34,0.5718114995642712,69.40789473684211,0.6229588929812113,72.0
35,0.5807106565488012,67.76315789473685,0.5422323759396871,70.0
36,0.576704098990089,67.92763157894737,0.8205057605107625,69.33333333333333
37,0.5811148497619127,65.95394736842104,0.5754601860046387,74.0
38,0.5853505299279564,67.59868421052632,0.5615016539891561,72.66666666666667
39,0.5874589399287575,67.43421052631578,0.6351468523343404,76.66666666666667
40,0.5903097618567317,67.92763157894737,0.5292540582021078,75.33333333333333
41,0.5768475226665798,68.25657894736842,0.7510672696431477,64.0
42,0.5837800651788712,69.73684210526316,0.5670401803652445,72.0
43,0.5781321388326193,67.59868421052632,0.7950253343582153,70.0
44,0.5813465894837129,67.59868421052632,0.7899393542607626,68.66666666666667
45,0.578774265552822,68.91447368421052,0.6365107909838359,73.33333333333333
46,0.5904144864333303,68.09210526315789,0.5400708238283793,75.33333333333333
47,0.580631106307632,66.9407894736842,0.7638204113642375,72.0
48,0.5602043725942311,69.73684210526316,1.3060100682576496,72.66666666666667
49,0.5935209475849804,69.73684210526316,0.58068807999293,76.66666666666667
50,0.5869872977859095,68.42105263157895,0.6001801776885987,69.33333333333333
